date,USSWAP10,JYSW10,ADSWAP10,EUSA10,BPSW10,NDSWAP10,SKSW10,SDSW10
2014/9/8,2.6,0.64,3.91,1.17,2.49,4.695,1.647,2.46
2014/9/9,2.63,0.65,3.95,1.2,2.47,4.7325,1.7075,2.5065
2014/9/10,2.68,0.68,3.96,1.21,2.5,4.735,1.7525,2.55
2014/9/11,2.68,0.68,3.98,1.21,2.52,4.685,1.755,2.54565
2014/9/12,2.74,0.7,4.01,1.25,2.56,4.6925,1.825,2.5925
2014/9/15,2.73,0.7,3.97,1.22,2.57,4.69,1.839,2.643
2014/9/16,2.74,0.7,4,1.23,2.57,4.6575,1.8225,2.6025
2014/9/17,2.76,0.68,4.06,1.23,2.56,4.65,1.8075,2.623
2014/9/18,2.75,0.69,4.02,1.26,2.61,4.675,1.86,2.64
2014/9/19,2.71,0.68,4,1.21,2.6,4.705,1.839,2.6815
2014/9/22,2.69,0.66,3.91,1.19,2.58,4.635,1.815,2.61
2014/9/23,2.65,0.66,3.88,1.19,2.56,4.62,1.8025,2.5675
2014/9/24,2.69,0.64,3.95,1.19,2.55,4.61,1.781,2.569
2014/9/25,2.64,0.64,3.86,1.15,2.53,4.5675,1.7525,2.5905
2014/9/26,2.65,0.64,3.9,1.15,2.53,4.537,1.7475,2.5475
2014/9/29,2.62,0.64,3.81,1.15,2.5,4.565,1.744,2.58
2014/9/30,2.64,0.65,3.84,1.14,2.49,4.57,1.7475,2.578
2014/10/1,2.54,0.66,3.76,1.09,2.43,4.5525,1.6955,2.5565
2014/10/2,2.58,0.65,3.81,1.11,2.41,4.5225,1.72,2.495
2014/10/3,2.59,0.65,3.82,1.12,2.46,4.548,1.75,2.5065
2014/10/6,2.58,0.65,3.77,1.12,2.41,4.54,1.725,2.5065
2014/10/7,2.5,0.63,3.72,1.12,2.35,4.4925,1.695,2.48
2014/10/8,2.47,0.62,3.69,1.12,2.35,4.46,1.676,2.435
2014/10/9,2.45,0.61,3.74,1.12,2.34,4.4725,1.6675,2.409
2014/10/10,2.42,0.63,3.68,1.1,2.31,4.468,1.6515,2.415
2014/10/13,2.42,0.63,3.66,1.11,2.25,4.4075,1.6525,2.375
2014/10/14,2.35,0.62,3.64,1.05,2.21,4.3775,1.565,2.35
2014/10/15,2.3,0.61,3.62,1.01,2.02,4.325,1.458,2.34
2014/10/16,2.32,0.6,3.63,1.09,2.18,4.37,1.5375,2.23
2014/10/17,2.35,0.61,3.69,1.1,2.27,4.4025,1.605,2.317
2014/10/20,2.33,0.62,3.63,1.1,2.22,4.428,1.5675,2.3175
2014/10/21,2.36,0.62,3.67,1.12,2.25,4.435,1.5839,2.283
2014/10/22,2.35,0.62,3.65,1.11,2.28,4.4225,1.58,2.285
2014/10/23,2.42,0.62,3.7,1.14,2.32,4.43,1.615,2.32
2014/10/24,2.41,0.62,3.67,1.13,2.3,4.4325,1.5875,2.335
2014/10/27,2.41,0.61,3.69,1.11,2.28,4.4325,1.558,2.36
2014/10/28,2.44,0.61,3.7,1.11,2.3,4.412,1.509,2.355
2014/10/29,2.46,0.61,3.74,1.12,2.32,4.41,1.4825,2.36
2014/10/30,2.45,0.61,3.68,1.08,2.29,4.405,1.4725,2.368
2014/10/31,2.48,0.59,3.72,1.06,2.31,4.395,1.4875,2.39
2014/11/3,2.48,0.59,3.72,1.07,2.35,4.4,1.5165,2.3775
2014/11/4,2.48,0.6,3.72,1.04,2.29,4.41,1.467,2.39
2014/11/5,2.49,0.64,3.69,1.04,2.32,4.4325,1.475,2.424
2014/11/6,2.53,0.62,3.74,1.05,2.3,4.4525,1.4675,2.4215
2014/11/7,2.44,0.62,3.68,1.03,2.26,4.4725,1.475,2.4475
2014/11/10,2.49,0.59,3.73,1.04,2.26,4.438,1.475,2.405
2014/11/11,2.49,0.65,3.73,1.04,2.29,4.45,1.4455,2.445
2014/11/12,2.5,0.68,3.76,1.03,2.25,4.515,1.435,2.42
2014/11/13,2.46,0.65,3.71,1,2.23,4.48,1.4425,2.442
2014/11/14,2.45,0.63,3.69,0.99,2.16,4.4725,1.4425,2.422
2014/11/17,2.46,0.63,3.71,1.01,2.16,4.47,1.449,2.395
2014/11/18,2.44,0.65,3.67,1.01,2.18,4.47,1.4315,2.42
2014/11/19,2.48,0.62,3.69,1.05,2.19,4.46,1.465,2.405
2014/11/20,2.46,0.62,3.69,1.01,2.16,4.4525,1.44,2.395
2014/11/21,2.43,0.62,3.67,0.97,2.11,4.453,1.412,2.385
2014/11/24,2.43,0.62,3.64,0.98,2.11,4.45,1.4125,2.382
2014/11/25,2.38,0.61,3.58,0.94,2.07,4.3675,1.3775,2.365
2014/11/26,2.37,0.6,3.56,0.94,2.04,4.37,1.355,2.34
2014/11/27,2.37,0.59,3.48,0.91,1.99,4.3525,1.33,2.3175
2014/11/28,2.3,0.59,3.47,0.91,1.99,4.325,1.328,2.297
2014/12/1,2.37,0.59,3.5,0.97,1.98,4.31,1.34,2.2525
2014/12/2,2.42,0.59,3.56,0.97,2.05,4.3325,1.38,2.28375
2014/12/3,2.41,0.56,3.48,0.98,2.1,4.32,1.3925,2.3275
2014/12/4,2.35,0.58,3.42,0.98,2.08,4.275,1.383,2.325
2014/12/5,2.42,0.59,3.48,1.01,2.11,4.303,1.395,2.305
2014/12/8,2.38,0.6,3.42,0.95,2.06,4.29,1.367,2.3875
2014/12/9,2.33,0.57,3.37,0.94,2,4.2775,1.3425,2.33
2014/12/10,2.28,0.55,3.27,0.92,2.01,4.24,1.321,2.325
2014/12/11,2.29,0.55,3.33,0.92,2.01,4.265,1.316,2.295
2014/12/12,2.21,0.54,3.3,0.87,1.91,4.215,1.2825,2.275
2014/12/15,2.25,0.53,3.31,0.89,1.91,4.21,1.2765,2.26
2014/12/16,2.19,0.51,3.24,0.86,1.87,4.155,1.23,2.245
2014/12/17,2.26,0.51,3.29,0.87,1.86,4.15,1.23,2.275
2014/12/18,2.34,0.51,3.31,0.88,1.96,4.1825,1.3015,2.3
2014/12/19,2.29,0.53,3.29,0.87,1.93,4.2,1.3145,2.42
2014/12/22,2.29,0.52,3.24,0.87,1.91,4.1625,1.3185,2.39
2014/12/23,2.39,0.52,3.31,0.89,1.93,4.1725,1.315,2.37
2014/12/24,2.39,0.53,3.29,0.87,1.97,4.1875,1.3085,2.433
2014/12/25,2.39,0.51,3.29,0.87,1.97,4.1875,1.3085,2.4325
2014/12/26,2.37,0.53,3.29,0.88,1.97,4.1877,1.3085,2.4225
2014/12/29,2.32,0.52,3.25,0.83,1.91,4.1775,1.267,2.43
2014/12/30,2.3,0.52,3.18,0.81,1.88,4.1225,1.232,2.4075
2014/12/31,2.29,0.52,3.14,0.82,1.84,4.105,1.2635,2.415
2015/1/1,2.29,0.52,3.17,0.81,1.84,4.105,1.2635,2.415
2015/1/2,2.22,0.52,3.15,0.76,1.81,4.105,1.188,2.4575
2015/1/5,2.14,0.51,3.08,0.78,1.75,4.0325,1.225,2.435
2015/1/6,2.05,0.48,3.01,0.72,1.66,3.942,1.17,2.315
2015/1/7,2.08,0.48,3.03,0.75,1.69,3.96,1.1685,2.245
2015/1/8,2.14,0.47,3.07,0.78,1.72,4.015,1.1575,2.285
2015/1/9,2.07,0.47,3.05,0.77,1.67,4.03,1.1425,2.285
2015/1/12,2.02,0.47,2.99,0.74,1.65,3.945,1.116,2.243
2015/1/13,2.01,0.48,2.99,0.75,1.66,3.905,1.1255,2.1575
2015/1/14,1.97,0.46,2.93,0.72,1.59,3.85,1.0825,2.14
2015/1/15,1.83,0.46,2.85,0.7,1.59,3.795,1.0705,2.105
2015/1/16,1.95,0.44,2.94,0.72,1.61,3.7975,1.032,2.015
2015/1/19,1.95,0.39,2.99,0.7,1.57,3.837,1.02,2.06
2015/1/20,1.92,0.41,2.97,0.72,1.59,3.795,1.02,2.0975
2015/1/21,2.01,0.44,2.93,0.8,1.57,3.785,1.05,2.045
2015/1/22,2,0.49,2.94,0.75,1.61,3.7975,1.033,2.1
2015/1/23,1.94,0.46,2.89,0.68,1.56,3.7875,0.96,2.035
2015/1/26,1.97,0.46,2.9,0.74,1.59,3.7675,0.995,2.0525
2015/1/27,1.97,0.49,2.91,0.73,1.59,3.73,1.022,2.0525
2015/1/28,1.86,0.51,2.82,0.68,1.56,3.62,0.983,2.0925
2015/1/29,1.89,0.51,2.81,0.74,1.52,3.6375,1.046,2.065
2015/1/30,1.79,0.49,2.74,0.67,1.45,3.63,0.953,2.0425
2015/2/2,1.8,0.5,2.75,0.69,1.47,3.603,0.942,2.03
2015/2/3,1.93,0.53,2.73,0.72,1.57,3.55,0.975,2.07
2015/2/4,1.89,0.55,2.71,0.7,1.61,3.64,1.0105,2.0925
2015/2/5,1.96,0.55,2.78,0.71,1.63,3.62,1.0075,2.095
2015/2/6,2.1,0.53,2.88,0.72,1.74,3.62,1,2.11
2015/2/9,2.12,0.55,2.88,0.71,1.71,3.75,0.99,2.18
2015/2/10,2.13,0.59,2.91,0.71,1.77,3.775,1.0385,2.2275
2015/2/11,2.15,0.59,2.93,0.7,1.78,3.815,1.011,2.21875
2015/2/12,2.12,0.59,2.85,0.68,1.77,3.7875,0.9625,2.243
2015/2/13,2.18,0.6,2.85,0.71,1.78,3.735,0.9375,2.28
2015/2/16,2.18,0.62,2.84,0.67,1.78,3.7575,0.96,2.342
2015/2/17,2.27,0.57,2.93,0.72,1.89,3.828,0.9625,2.4
2015/2/18,2.21,0.59,2.87,0.73,1.93,3.8,1.005,2.5025
2015/2/19,2.25,0.57,2.91,0.73,1.9,3.84,1.005,2.5025
2015/2/20,2.24,0.57,2.83,0.75,1.85,3.855,1.0325,2.5025
2015/2/23,2.19,0.56,2.84,0.71,1.88,3.8375,1.058,2.5175
2015/2/24,2.12,0.55,2.82,0.7,1.82,3.81,1.0755,2.4575
2015/2/25,2.1,0.52,2.77,0.67,1.8,3.795,1.0525,2.3725
2015/2/26,2.16,0.51,2.79,0.66,1.82,3.7675,1.029,2.315
2015/2/27,2.12,0.52,2.82,0.68,1.88,3.765,1.135,2.385
2015/3/2,2.21,0.53,2.82,0.7,1.9,3.765,1.127,2.377
2015/3/3,2.24,0.56,2.9,0.71,1.96,3.845,1.1675,2.4275
2015/3/4,2.24,0.56,2.92,0.72,2,3.855,1.178,2.442
2015/3/5,2.24,0.56,2.94,0.71,1.96,3.8425,1.223,2.469
2015/3/6,2.36,0.56,3.05,0.78,2.07,3.865,1.23,2.42
2015/3/9,2.3,0.59,3.02,0.71,2.05,3.93,1.176,2.52
2015/3/10,2.25,0.62,2.95,0.64,1.93,3.855,1.1305,2.58
2015/3/11,2.23,0.58,2.93,0.6,1.92,3.86,1.1275,2.54
2015/3/12,2.23,0.55,2.92,0.64,1.86,3.845,1.075,2.475
2015/3/13,2.23,0.59,2.93,0.63,1.8,3.853,1.058,2.5175
2015/3/16,2.18,0.59,2.86,0.62,1.76,3.848,1.0435,2.55
2015/3/17,2.15,0.58,2.85,0.62,1.79,3.8025,1.033,2.5125
2015/3/18,2.01,0.54,2.73,0.52,1.7,3.71,0.9315,2.545
2015/3/19,2.05,0.52,2.78,0.54,1.63,3.7275,0.9475,2.51
2015/3/20,2.03,0.53,2.76,0.54,1.62,3.7325,0.9075,2.585
2015/3/23,2.01,0.52,2.78,0.57,1.61,3.72,0.914,2.543
2015/3/24,1.97,0.52,2.71,0.58,1.6,3.69,0.906,2.4675
2015/3/25,2.02,0.52,2.73,0.59,1.61,3.67,0.915,2.3825
2015/3/26,2.09,0.51,2.78,0.58,1.71,3.735,0.935,2.375
2015/3/27,2.05,0.55,2.77,0.58,1.65,3.765,0.9542,2.415
2015/3/30,2.04,0.55,2.77,0.59,1.68,3.745,0.985,2.465
2015/3/31,2.02,0.58,2.7,0.56,1.68,3.7475,0.9725,2.445
2015/4/1,1.96,0.56,2.67,0.56,1.65,3.685,0.953,2.413
2015/4/2,2.02,0.52,2.7,0.58,1.69,3.6925,0.96,2.369
2015/4/3,1.95,0.54,2.7,0.58,1.69,3.6925,0.9575,2.369
2015/4/6,2.01,0.53,2.7,0.58,1.69,3.6925,0.961,2.325
2015/4/7,1.99,0.54,2.76,0.57,1.68,3.725,0.9595,2.365
2015/4/8,2,0.54,2.74,0.54,1.69,3.7025,0.935,2.29
2015/4/9,2.06,0.55,2.75,0.54,1.69,3.728,0.9275,2.295
2015/4/10,2.04,0.53,2.74,0.53,1.68,3.728,0.91,2.325
2015/4/13,2.01,0.54,2.7,0.52,1.69,3.685,0.898,2.31
2015/4/14,1.98,0.52,2.67,0.51,1.61,3.6725,0.872,2.245
2015/4/15,1.97,0.53,2.69,0.47,1.66,3.67,0.86,2.24
2015/4/16,1.98,0.52,2.73,0.46,1.7,3.71,0.8325,2.2825
2015/4/17,1.96,0.5,2.73,0.45,1.68,3.7,0.8025,2.3
2015/4/20,1.97,0.51,2.76,0.45,1.68,3.7325,0.815,2.35
2015/4/21,1.99,0.51,2.77,0.48,1.67,3.7325,0.8645,2.3675
2015/4/22,2.06,0.51,2.87,0.51,1.83,3.79,0.885,2.31
2015/4/23,2.03,0.52,2.86,0.51,1.79,3.78,0.906,2.34
2015/4/24,1.99,0.5,2.83,0.5,1.75,3.7975,0.9025,2.345
2015/4/27,2,0.52,2.88,0.51,1.78,3.78,0.895,2.33
2015/4/28,2.09,0.51,2.96,0.51,1.79,3.83,0.889,2.335
2015/4/29,2.12,0.52,3.02,0.6,1.9,3.855,0.9775,2.375
2015/4/30,2.12,0.55,2.95,0.65,1.89,3.88,1.048,2.445
2015/5/1,2.2,0.57,3.04,0.65,1.92,3.875,1.0475,2.445
2015/5/4,2.23,0.57,3.03,0.77,1.92,3.8875,1.1425,2.515
2015/5/5,2.27,0.57,3.19,0.83,2.04,3.98,1.252,2.575
2015/5/6,2.33,0.57,3.25,0.91,2.06,3.995,1.35,2.6225
2015/5/7,2.26,0.65,3.2,0.87,1.98,3.968,1.35,2.7075
2015/5/8,2.22,0.64,3.14,0.83,1.96,3.9625,1.3085,2.658
2015/5/11,2.35,0.61,3.31,0.92,2.04,3.985,1.331,2.63
2015/5/12,2.32,0.67,3.31,0.95,2.08,3.98,1.3885,2.725
2015/5/13,2.35,0.65,3.32,1.02,2.09,4.0025,1.3075,2.625
2015/5/14,2.29,0.64,3.22,0.98,2.05,4.0275,1.3075,2.6275
2015/5/15,2.2,0.6,3.14,0.93,1.94,3.9875,1.325,2.5625
2015/5/18,2.29,0.59,3.25,0.95,2.03,3.9675,1.31,2.534
2015/5/19,2.33,0.57,3.28,0.91,2.03,4.01,1.278,2.555
2015/5/20,2.29,0.6,3.2,0.94,2.05,3.99,1.3571,2.615
2015/5/21,2.25,0.61,3.21,0.97,2.05,3.985,1.3705,2.625
2015/5/22,2.28,0.61,3.2,0.94,2.02,3.9925,1.34,2.59
2015/5/25,2.28,0.62,3.2,0.95,2.02,4.01,1.343,2.609
2015/5/26,2.22,0.61,3.14,0.9,1.96,3.9825,1.315,2.5865
2015/5/27,2.21,0.58,3.14,0.91,1.98,3.985,1.298,2.575
2015/5/28,2.22,0.59,3.08,0.89,1.92,3.91,1.274,2.57
2015/5/29,2.21,0.59,3.03,0.85,1.9,3.8875,1.244,2.55
2015/6/1,2.26,0.6,3.07,0.9,1.95,3.9,1.2305,2.55
2015/6/2,2.34,0.62,3.19,1.02,2.03,3.895,1.344,2.615
2015/6/3,2.45,0.63,3.36,1.18,2.14,4.0475,1.5275,2.675
2015/6/4,2.39,0.68,3.28,1.12,2.08,4.04,1.5095,2.81
2015/6/5,2.49,0.66,3.37,1.14,2.14,4.075,1.5125,2.8175
2015/6/8,2.46,0.67,3.33,1.19,2.12,4.1025,1.525,2.8825
2015/6/9,2.52,0.65,3.4,1.27,2.18,4.075,1.586,2.835
2015/6/10,2.56,0.71,3.41,1.3,2.19,4.1475,1.588,2.89
2015/6/11,2.46,0.74,3.39,1.18,2.14,4.1125,1.62,2.869
2015/6/12,2.47,0.7,3.41,1.19,2.09,4.055,1.605,2.82
2015/6/15,2.44,0.69,3.38,1.17,2.13,4.0325,1.57,2.783
2015/6/16,2.4,0.68,3.34,1.15,2.09,3.9825,1.578,2.7375
2015/6/17,2.4,0.67,3.34,1.14,2.17,3.9925,1.6,2.7575
2015/6/18,2.42,0.62,3.33,1.18,2.19,3.93,1.5525,2.695
2015/6/19,2.34,0.61,3.26,1.13,2.12,3.8825,1.5525,2.714
2015/6/22,2.45,0.6,3.39,1.24,2.21,3.92,1.6375,2.748
2015/6/23,2.49,0.63,3.43,1.23,2.21,3.975,1.659,2.795
2015/6/24,2.46,0.64,3.38,1.18,2.22,3.9775,1.62,2.81
2015/6/25,2.51,0.66,3.41,1.21,2.25,3.955,1.63,2.8225
2015/6/26,2.56,0.65,3.47,1.27,2.28,3.9475,1.6785,2.8625
2015/6/29,2.43,0.64,3.32,1.13,2.16,3.8775,1.6275,2.859
2015/6/30,2.46,0.65,3.37,1.15,2.13,3.92,1.608,2.8325
2015/7/1,2.52,0.66,3.44,1.2,2.24,3.9325,1.643,2.86
2015/7/2,2.49,0.7,3.43,1.25,2.2,3.9275,1.615,2.893
2015/7/3,2.49,0.66,3.36,1.19,2.16,3.9275,1.5575,2.8775
2015/7/6,2.41,0.64,3.27,1.17,2.17,3.885,1.544,2.84
2015/7/7,2.38,0.61,3.24,1.11,2.02,3.785,1.423,2.79
2015/7/8,2.31,0.58,3.11,1.07,2.07,3.73,1.4075,2.725
2015/7/9,2.42,0.61,3.27,1.15,2.12,3.805,1.4151,2.7325
2015/7/10,2.49,0.61,3.39,1.26,2.21,3.845,1.5375,2.815
2015/7/13,2.54,0.63,3.39,1.23,2.22,3.89,1.5925,2.865
2015/7/14,2.48,0.64,3.35,1.21,2.25,3.9125,1.5425,2.84
2015/7/15,2.44,0.64,3.3,1.13,2.23,3.83,1.5025,2.834
2015/7/16,2.43,0.62,3.31,1.15,2.2,3.7825,1.5035,2.8125
2015/7/17,2.44,0.61,3.25,1.11,2.2,3.7775,1.45,2.81
2015/7/20,2.46,0.61,3.3,1.08,2.19,3.7375,1.428,2.849
2015/7/21,2.41,0.6,3.26,1.09,2.2,3.735,1.432,2.835
2015/7/22,2.41,0.59,3.21,1.06,2.15,3.735,1.4025,2.817
2015/7/23,2.35,0.59,3.15,1.05,2.12,3.67,1.379,2.828
2015/7/24,2.35,0.59,3.13,1.01,2.07,3.66,1.33,2.82
2015/7/27,2.3,0.58,3.06,1.01,2.07,3.605,1.325,2.795
2015/7/28,2.33,0.59,3.17,1.03,2.08,3.6725,1.36,2.805
2015/7/29,2.37,0.58,3.18,1.03,2.12,3.7025,1.372,2.795
2015/7/30,2.35,0.6,3.14,1,2.11,3.7125,1.36,2.825
2015/7/31,2.27,0.58,3.08,0.98,2.03,3.6625,1.361,2.8
2015/8/3,2.23,0.59,3.05,0.97,2,3.6,1.35,2.749
2015/8/4,2.31,0.57,3.16,1.01,2.01,3.62,1.335,2.705
2015/8/5,2.36,0.59,3.2,1.09,2.1,3.685,1.41,2.745
2015/8/6,2.31,0.59,3.17,1.04,2.07,3.685,1.3775,2.757
2015/8/7,2.25,0.6,3.11,1,1.99,3.69,1.332,2.7575
2015/8/10,2.31,0.59,3.19,1.04,2.07,3.658,1.32,2.7575
2015/8/11,2.23,0.56,3.08,0.98,1.98,3.59,1.274,2.71
2015/8/12,2.23,0.55,3.1,0.98,1.97,3.63,1.23,2.675
2015/8/13,2.26,0.56,3.13,0.98,2.02,3.63,1.29,2.729
2015/8/14,2.27,0.55,3.14,1.01,2.04,3.643,1.31,2.765
2015/8/17,2.24,0.57,3.09,0.99,2,3.62,1.295,2.7975
2015/8/18,2.27,0.55,3.12,1,2.05,3.6575,1.295,2.7875
2015/8/19,2.2,0.55,3.04,0.95,2.01,3.605,1.278,2.7825
2015/8/20,2.15,0.54,2.97,0.93,1.94,3.57,1.226,2.7575
2015/8/21,2.11,0.55,2.91,0.92,1.89,3.53,1.235,2.78
2015/8/24,2.07,0.53,2.9,0.94,1.9,3.47,1.18,2.85
2015/8/25,2.14,0.56,2.98,1.06,1.99,3.54,1.315,2.82
2015/8/26,2.23,0.56,3.1,1.06,2,3.625,1.2975,2.895
2015/8/27,2.25,0.57,3.08,1.06,2.02,3.6,1.3375,2.895
2015/8/28,2.24,0.57,3.07,1.05,2.03,3.605,1.3075,2.945
2015/8/31,2.27,0.57,3.04,1.13,2.02,3.5775,1.3445,3
2015/9/1,2.19,0.55,3.02,1.12,1.98,3.59,1.3948,3.067
2015/9/2,2.23,0.56,3.03,1.11,2,3.61,1.4125,3.055
2015/9/3,2.22,0.56,3,1.05,1.96,3.6175,1.3785,3.062
2015/9/4,2.17,0.53,2.96,0.97,1.88,3.603,1.3235,3.039
2015/9/7,2.17,0.53,3.01,1,1.87,3.625,1.2855,3.135
2015/9/8,2.21,0.53,3.03,1.01,1.93,3.6425,1.2825,3.1225
2015/9/9,2.21,0.53,3.05,1.01,1.94,3.665,1.313,3.112
2015/9/10,2.24,0.53,3.08,1.02,1.94,3.605,1.3,3.1325
2015/9/11,2.21,0.53,3.04,0.99,1.9,3.612,1.3,3.1325
2015/9/14,2.21,0.54,3.04,0.99,1.91,3.605,1.2935,3.104
2015/9/15,2.31,0.55,3.16,1.09,1.98,3.675,1.3815,3.08
2015/9/16,2.31,0.54,3.15,1.1,1.99,3.6325,1.4175,3.085
2015/9/17,2.21,0.53,3.04,1.03,2.02,3.615,1.4675,3.08
2015/9/18,2.17,0.49,3.04,0.99,1.9,3.618,1.348,2.97
2015/9/21,2.21,0.49,3.08,1.04,1.96,3.59,1.3525,3.01
2015/9/22,2.14,0.49,3,0.97,1.85,3.563,1.3245,3.0175
2015/9/23,2.15,0.49,3.01,0.97,1.86,3.54,1.32,3.02
2015/9/24,2.13,0.48,2.96,0.98,1.82,3.535,1.305,3.02
2015/9/25,2.14,0.48,2.99,1,1.91,3.575,1.3635,3.045
2015/9/28,2.06,0.5,2.92,0.96,1.84,3.535,1.335,3.015
2015/9/29,2,0.5,2.87,0.95,1.82,3.505,1.3225,2.9675
2015/9/30,2,0.51,2.88,0.96,1.83,3.525,1.3575,2.895
2015/10/1,2.02,0.5,2.88,0.93,1.82,3.5075,1.31,2.9025
2015/10/2,1.98,0.49,2.84,0.9,1.77,3.518,1.244,2.905
2015/10/5,2.05,0.49,2.9,0.95,1.84,3.5025,1.308,2.835
2015/10/6,2.02,0.5,2.91,0.97,1.85,3.5075,1.356,2.8275
2015/10/7,2.05,0.51,2.98,0.98,1.87,3.55,1.378,2.834
2015/10/8,2.09,0.51,2.97,0.98,1.87,3.57,1.3585,2.845
2015/10/9,2.07,0.5,2.99,0.99,1.9,3.5625,1.386,2.864
2015/10/12,2.07,0.5,2.97,0.96,1.86,3.585,1.3695,2.835
2015/10/13,2.01,0.5,2.96,0.96,1.86,3.5475,1.3895,2.795
2015/10/14,1.91,0.48,2.84,0.92,1.8,3.49,1.342,2.77
2015/10/15,1.97,0.5,2.9,0.95,1.82,3.4975,1.3275,2.67
2015/10/16,2,0.5,2.9,0.93,1.84,3.505,1.3265,2.675
2015/10/19,1.99,0.5,2.91,0.94,1.87,3.4875,1.3275,2.6775
2015/10/20,2.03,0.49,2.98,1,1.9,3.5225,1.3725,2.715
2015/10/21,1.99,0.49,2.89,0.94,1.84,3.5275,1.3625,2.785
2015/10/22,2,0.49,2.89,0.9,1.83,3.505,1.32,2.7875
2015/10/23,2.04,0.49,2.94,0.9,1.88,3.508,1.325,2.745
2015/10/26,1.99,0.49,2.92,0.88,1.85,3.5125,1.3035,2.76
2015/10/27,1.98,0.47,2.89,0.83,1.79,3.5125,1.263,2.765
2015/10/28,2.03,0.47,2.87,0.85,1.83,3.52,1.2465,2.76
2015/10/29,2.1,0.48,2.89,0.91,1.94,3.51,1.3155,2.775
2015/10/30,2.06,0.49,2.9,0.9,1.93,3.52,1.3325,2.845
2015/11/2,2.09,0.49,2.91,0.94,1.96,3.545,1.3705,2.8915
2015/11/3,2.12,0.49,2.95,0.95,1.98,3.56,1.3705,2.9
2015/11/4,2.1,0.5,2.95,0.96,1.99,3.5975,1.3845,2.905
2015/11/5,2.12,0.49,2.94,0.95,1.95,3.56,1.3848,2.93
2015/11/6,2.22,0.48,3,1.01,2.02,3.545,1.4635,2.938
2015/11/9,2.24,0.48,3.06,0.97,2.04,3.6425,1.4535,3.054
2015/11/10,2.24,0.47,3.02,0.96,2.01,3.64,1.435,3.054
2015/11/11,2.24,0.47,3,0.94,2.03,3.63,1.425,3.0375
2015/11/12,2.2,0.47,3.06,0.95,1.98,3.6675,1.4875,3.008
2015/11/13,2.15,0.47,3.03,0.91,1.95,3.67,1.4365,3.005
2015/11/16,2.15,0.47,3.06,0.91,1.92,3.62,1.408,2.9805
2015/11/17,2.13,0.46,3.04,0.88,1.93,3.61,1.408,3.015
2015/11/18,2.13,0.46,3.05,0.87,1.89,3.5975,1.4,3.0275
2015/11/19,2.08,0.45,3.04,0.85,1.85,3.595,1.383,2.968
2015/11/20,2.09,0.46,3.05,0.83,1.83,3.6125,1.3545,2.958
2015/11/23,2.1,0.46,3.05,0.84,1.82,3.6175,1.3835,3.0025
2015/11/24,2.11,0.46,3.07,0.85,1.82,3.57,1.37,2.942
2015/11/25,2.1,0.45,3.01,0.83,1.85,3.57,1.32,2.91
2015/11/26,2.1,0.45,2.95,0.84,1.81,3.5175,1.3125,2.8525
2015/11/27,2.08,0.45,2.99,0.83,1.81,3.535,1.305,2.83
2015/11/30,2.07,0.46,2.98,0.84,1.83,3.54,1.3425,2.845
2015/12/1,2.02,0.45,2.95,0.82,1.79,3.54,1.3505,2.82
2015/12/2,2.07,0.46,2.98,0.83,1.81,3.5225,1.3575,2.785
2015/12/3,2.19,0.46,3.09,1.02,1.93,3.615,1.4705,2.8
2015/12/4,2.16,0.46,3.07,0.99,1.94,3.62,1.5475,2.8815
2015/12/7,2.12,0.46,3.02,0.92,1.84,3.595,1.4925,2.8575
2015/12/8,2.11,0.44,3,0.9,1.87,3.6075,1.5065,2.87
2015/12/9,2.12,0.45,2.99,0.91,1.9,3.5575,1.5385,2.855
2015/12/10,2.16,0.45,3.05,0.92,1.91,3.57,1.493,2.8675
2015/12/11,2.08,0.45,3.02,0.87,1.86,3.6275,1.4555,2.91
2015/12/14,2.13,0.43,3.06,0.92,1.92,3.625,1.4575,2.942
2015/12/15,2.17,0.43,3.05,0.98,1.96,3.685,1.5214,2.945
2015/12/16,2.21,0.43,3.07,1,1.95,3.745,1.5545,2.97
2015/12/17,2.15,0.43,2.98,0.94,1.89,3.695,1.5775,2.93
2015/12/18,2.15,0.41,2.95,0.9,1.87,3.665,1.5475,2.875
2015/12/21,2.14,0.41,2.99,0.92,1.88,3.685,1.5822,2.8725
2015/12/22,2.18,0.42,3.03,0.97,1.93,3.7425,1.61,2.875
2015/12/23,2.19,0.42,3.04,0.99,1.98,3.745,1.64,2.895
2015/12/24,2.17,0.43,3.03,0.99,1.95,3.7575,1.64,2.9
2015/12/25,2.17,0.43,3.03,0.99,1.95,3.7575,1.64,2.9
2015/12/28,2.17,0.42,2.99,0.94,1.95,3.7425,1.66,2.915
2015/12/29,2.23,0.42,3.02,1.01,1.95,3.7685,1.6655,2.955
2015/12/30,2.21,0.42,3.01,1,2.03,3.755,1.633,3.025
2015/12/31,2.19,0.42,3.08,1,2,3.7475,1.633,3.0325
2016/1/1,2.19,0.42,3.1,1,2,3.7475,1.6325,3.0325
2016/1/4,2.17,0.41,2.98,0.95,1.92,3.715,1.5775,3.025
2016/1/5,2.14,0.41,2.97,0.92,1.9,3.675,1.5275,2.975
2016/1/6,2.08,0.41,2.91,0.88,1.84,3.5925,1.528,2.97
2016/1/7,2.04,0.4,2.85,0.89,1.83,3.5775,1.5005,2.875
