date,USSWAP10,JYSW10,ADSWAP10,EUSA10,BPSW10,NDSWAP10,SKSW10,SDSW10
2016/1/8,1.98,0.39,2.9,0.87,1.81,3.598,1.486,2.935
2016/1/11,2.02,0.39,2.94,0.9,1.8,3.5925,1.4785,2.92
2016/1/12,1.95,0.39,2.89,0.87,1.77,3.555,1.4555,2.944
2016/1/13,1.95,0.38,2.85,0.85,1.77,3.547,1.421,2.88
2016/1/14,1.93,0.4,2.83,0.87,1.77,3.54,1.3755,2.78
2016/1/15,1.89,0.38,2.76,0.85,1.67,3.526,1.3575,2.735
2016/1/18,1.89,0.38,2.8,0.85,1.7,3.48,1.3625,2.805
2016/1/19,1.91,0.39,2.83,0.85,1.71,3.46,1.3879,2.78
2016/1/20,1.85,0.38,2.75,0.82,1.64,3.405,1.32,2.728
2016/1/21,1.9,0.39,2.83,0.77,1.69,3.46,1.3015,2.748
2016/1/22,1.92,0.39,2.84,0.79,1.72,3.475,1.3605,2.7625
2016/1/25,1.87,0.38,2.79,0.78,1.7,3.47,1.338,2.785
2016/1/26,1.86,0.38,2.78,0.76,1.7,3.45,1.325,2.75
2016/1/27,1.88,0.38,2.79,0.74,1.72,3.422,1.353,2.715
2016/1/28,1.86,0.38,2.79,0.73,1.71,3.425,1.318,2.77
2016/1/29,1.8,0.28,2.73,0.67,1.59,3.4125,1.2675,2.6775
2016/2/1,1.83,0.25,2.77,0.68,1.63,3.4175,1.261,2.66
2016/2/2,1.72,0.25,2.68,0.65,1.55,3.3525,1.24,2.68
2016/2/3,1.75,0.25,2.73,0.63,1.53,3.34,1.205,2.6725
2016/2/4,1.74,0.23,2.69,0.65,1.56,3.33,1.215,2.67
2016/2/5,1.75,0.19,2.7,0.63,1.55,3.3025,1.218,2.635
2016/2/8,1.67,0.16,2.63,0.6,1.44,3.243,1.168,2.635
2016/2/9,1.63,0.11,2.59,0.61,1.41,3.215,1.1754,2.635
2016/2/10,1.54,0.17,2.54,0.6,1.42,3.175,1.172,2.535
2016/2/11,1.49,0.17,2.52,0.6,1.33,3.145,1.133,2.39
2016/2/12,1.6,0.22,2.6,0.65,1.42,3.125,1.1545,2.535
2016/2/15,1.6,0.24,2.67,0.61,1.43,3.21,1.193,2.6275
2016/2/16,1.62,0.2,2.65,0.64,1.45,3.22,1.2165,2.63
2016/2/17,1.67,0.21,2.7,0.63,1.47,3.245,1.2055,2.64
2016/2/18,1.6,0.17,2.61,0.57,1.44,3.185,1.195,2.63
2016/2/19,1.61,0.16,2.59,0.58,1.42,3.17,1.1719,2.596
2016/2/22,1.61,0.14,2.62,0.55,1.4,3.185,1.155,2.6275
2016/2/23,1.57,0.14,2.57,0.55,1.42,3.145,1.163,2.665
2016/2/24,1.59,0.1,2.59,0.54,1.35,3.1125,1.103,2.635
2016/2/25,1.55,0.11,2.54,0.53,1.3,3.0875,1.088,2.6425
2016/2/26,1.59,0.11,2.56,0.54,1.35,3.07,1.0885,2.6365
2016/2/29,1.57,0.11,2.52,0.5,1.27,3.065,1.0855,2.64
2016/3/1,1.66,0.1,2.59,0.54,1.35,3.105,1.09,2.61
2016/3/2,1.68,0.11,2.64,0.59,1.42,3.14,1.1495,2.64
2016/3/3,1.68,0.11,2.68,0.55,1.38,3.1425,1.125,2.6
2016/3/4,1.73,0.11,2.72,0.58,1.46,3.153,1.1465,2.5425
2016/3/7,1.75,0.11,2.74,0.59,1.48,3.17,1.1465,2.5425
2016/3/8,1.68,0.08,2.65,0.57,1.41,3.085,1.0955,2.4875
2016/3/9,1.72,0.15,2.68,0.61,1.47,2.985,1.1465,2.47
2016/3/10,1.77,0.17,2.72,0.66,1.51,2.9875,1.1445,2.475
2016/3/11,1.83,0.18,2.77,0.64,1.55,3.04,1.1995,2.49
2016/3/14,1.8,0.15,2.75,0.67,1.53,3.083,1.215,2.555
2016/3/15,1.82,0.19,2.76,0.67,1.51,3.09,1.2335,2.54
2016/3/16,1.75,0.15,2.69,0.62,1.52,3.0775,1.2185,2.52625
2016/3/17,1.73,0.13,2.71,0.58,1.46,3.04,1.1635,2.4025
2016/3/18,1.71,0.12,2.69,0.57,1.44,3.02,1.1455,2.3825
2016/3/21,1.76,0.12,2.73,0.59,1.48,3.0475,1.153,2.41
2016/3/22,1.79,0.13,2.77,0.59,1.47,3.08,1.148,2.41
2016/3/23,1.74,0.14,2.72,0.57,1.44,3.08,1.15,2.449
2016/3/24,1.77,0.14,2.69,0.56,1.47,3.08,1.1215,2.4
2016/3/25,1.77,0.12,2.69,0.56,1.47,3.0804,1.12,2.39
2016/3/28,1.76,0.13,2.69,0.56,1.47,3.08,1.12,2.42
2016/3/29,1.68,0.12,2.64,0.53,1.41,3.0425,1.125,2.37
2016/3/30,1.68,0.13,2.65,0.55,1.44,3.01,1.1285,2.2925
2016/3/31,1.64,0.15,2.61,0.55,1.42,2.9775,1.138,2.3
2016/4/1,1.65,0.14,2.63,0.52,1.41,3.015,1.1195,2.325
2016/4/4,1.63,0.13,2.59,0.52,1.42,2.945,1.115,2.312
2016/4/5,1.59,0.14,2.57,0.5,1.37,2.935,1.065,2.305
2016/4/6,1.63,0.14,2.6,0.51,1.37,2.9275,1.067,2.295
2016/4/7,1.56,0.13,2.54,0.49,1.33,2.92,1.0796,2.31
2016/4/8,1.6,0.12,2.58,0.5,1.37,2.9225,1.09,2.31
2016/4/11,1.6,0.12,2.59,0.51,1.38,2.9325,1.075,2.275
2016/4/12,1.64,0.11,2.67,0.56,1.46,2.97,1.108,2.283
2016/4/13,1.62,0.12,2.64,0.52,1.43,3,1.133,2.33
2016/4/14,1.65,0.11,2.68,0.56,1.46,2.965,1.14,2.4175
2016/4/15,1.61,0.1,2.64,0.53,1.41,2.972,1.123,2.395
2016/4/18,1.63,0.11,2.65,0.55,1.47,2.9275,1.1195,2.335
2016/4/19,1.65,0.11,2.68,0.56,1.47,2.9725,1.148,2.335
2016/4/20,1.71,0.1,2.72,0.56,1.47,2.97,1.14,2.335
2016/4/21,1.72,0.13,2.74,0.61,1.55,2.99,1.2075,2.455
2016/4/22,1.75,0.11,2.77,0.62,1.57,2.984,1.24,2.459
2016/4/25,1.78,0.15,2.79,0.64,1.58,2.975,1.256,2.4775
2016/4/26,1.79,0.14,2.82,0.69,1.65,3.0575,1.2645,2.5375
2016/4/27,1.72,0.16,2.65,0.65,1.59,2.97,1.248,2.4925
2016/4/28,1.7,0.14,2.65,0.63,1.58,2.973,1.2345,2.455
2016/4/29,1.72,0.14,2.65,0.66,1.56,2.9825,1.24,2.45
2016/5/2,1.76,0.12,2.68,0.66,1.56,3.0125,1.2477,2.45
2016/5/3,1.68,0.12,2.54,0.59,1.49,2.9575,1.1825,2.44
2016/5/4,1.65,0.12,2.52,0.59,1.49,2.9775,1.18,2.4325
2016/5/5,1.6,0.12,2.44,0.54,1.44,2.87,1.18,2.427
2016/5/6,1.63,0.11,2.43,0.56,1.42,2.825,1.15,2.41
2016/5/9,1.59,0.12,2.39,0.52,1.42,2.86,1.14,2.434
2016/5/10,1.6,0.11,2.45,0.52,1.42,2.83,1.1195,2.4175
2016/5/11,1.58,0.1,2.41,0.52,1.42,2.8225,1.0955,2.3875
2016/5/12,1.61,0.11,2.42,0.55,1.44,2.853,1.1175,2.34
2016/5/13,1.57,0.1,2.37,0.52,1.41,2.862,1.0995,2.335
2016/5/16,1.62,0.11,2.4,0.54,1.42,2.84,1.125,2.285
2016/5/17,1.64,0.11,2.42,0.54,1.4,2.88,1.1218,2.305
2016/5/18,1.71,0.1,2.47,0.59,1.46,2.8845,1.1485,2.3375
2016/5/19,1.71,0.13,2.43,0.56,1.46,2.94,1.1365,2.4065
2016/5/20,1.7,0.09,2.43,0.56,1.48,2.922,1.145,2.4075
2016/5/23,1.7,0.1,2.42,0.58,1.48,2.93,1.127,2.43
2016/5/24,1.72,0.12,2.44,0.57,1.52,2.9,1.1305,2.47
2016/5/25,1.72,0.1,2.44,0.55,1.51,2.92,1.1395,2.473
2016/5/26,1.69,0.09,2.39,0.54,1.49,2.8875,1.1198,2.43
2016/5/27,1.71,0.08,2.4,0.54,1.48,2.87,1.1015,2.45
2016/5/30,1.71,0.09,2.41,0.57,1.48,2.915,1.1303,2.5325
2016/5/31,1.7,0.1,2.44,0.54,1.49,2.9425,1.115,2.53
2016/6/1,1.7,0.08,2.43,0.54,1.44,2.9225,1.09,2.53
2016/6/2,1.67,0.07,2.39,0.53,1.4,2.887,1.077,2.5
2016/6/3,1.57,0.09,2.33,0.49,1.34,2.855,1.0165,2.48
2016/6/6,1.62,0.03,2.34,0.51,1.33,2.84,1.013,2.3825
2016/6/7,1.59,0.04,2.36,0.49,1.31,2.844,0.993,2.3839
2016/6/8,1.57,0.04,2.34,0.49,1.31,2.861,0.9665,2.34
2016/6/9,1.56,0.01,2.32,0.47,1.31,2.85,0.9205,2.31
2016/6/10,1.52,0.01,2.28,0.46,1.3,2.835,0.8835,2.3
2016/6/13,1.48,0.01,2.26,0.47,1.26,2.826,0.8855,2.26
2016/6/14,1.48,0.02,2.26,0.46,1.2,2.723,0.8915,2.265
2016/6/15,1.45,0,2.24,0.45,1.19,2.775,0.924,2.3325
2016/6/16,1.45,-0.01,2.25,0.45,1.18,2.728,0.8995,2.26
2016/6/17,1.49,0.02,2.31,0.46,1.23,2.76,0.968,2.31
2016/6/20,1.57,0.03,2.37,0.48,1.32,2.8,1.015,2.325
2016/6/21,1.59,0.04,2.41,0.49,1.38,2.825,1.013,2.28
2016/6/22,1.56,0.03,2.39,0.49,1.4,2.86,1.0125,2.27
2016/6/23,1.63,0.04,2.49,0.54,1.46,2.875,1.0325,2.2875
2016/6/24,1.44,0,2.29,0.45,1.17,2.6625,1.0325,2.1725
2016/6/27,1.31,-0.02,2.18,0.38,0.97,2.66,0.848,2.0775
2016/6/28,1.35,-0.06,2.21,0.39,1.01,2.62,0.8455,2.095
2016/6/29,1.4,-0.06,2.24,0.39,1.01,2.6555,0.793,2.0975
2016/6/30,1.37,-0.04,2.17,0.41,0.96,2.6675,0.7365,2.1425
2016/7/1,1.35,-0.08,2.19,0.34,0.97,2.615,0.69,2.0275
2016/7/4,1.35,-0.08,2.16,0.3,0.94,2.614,0.653,2.06
2016/7/5,1.29,-0.08,2.09,0.27,0.87,2.5725,0.633,2.005
2016/7/6,1.28,-0.09,2.06,0.28,0.85,2.477,0.6325,2.005
2016/7/7,1.29,-0.1,2.08,0.29,0.89,2.493,0.6785,1.995
2016/7/8,1.25,-0.11,2.09,0.25,0.83,2.5025,0.673,1.9725
2016/7/11,1.32,-0.1,2.11,0.28,0.86,2.535,0.6675,1.935
2016/7/12,1.39,-0.09,2.19,0.34,0.92,2.5925,0.72,2.0325
2016/7/13,1.33,-0.09,2.14,0.29,0.86,2.6,0.688,2
2016/7/14,1.39,-0.07,2.18,0.31,0.9,2.555,0.718,1.995
2016/7/15,1.41,-0.03,2.23,0.35,0.94,2.595,0.7285,1.9725
2016/7/18,1.44,-0.03,2.17,0.32,0.93,2.5925,0.7045,1.9825
2016/7/19,1.42,-0.04,2.12,0.33,0.9,2.505,0.7,1.975
2016/7/20,1.46,-0.05,2.15,0.35,0.91,2.527,0.7145,2.035
2016/7/21,1.47,-0.03,2.12,0.36,0.91,2.485,0.73,2.07
2016/7/22,1.48,-0.04,2.1,0.35,0.89,2.44,0.73,2.06
2016/7/25,1.49,-0.05,2.16,0.34,0.88,2.4675,0.7205,2.0825
2016/7/26,1.47,-0.06,2.18,0.34,0.9,2.4625,0.7205,2.05
2016/7/27,1.4,-0.07,2.13,0.3,0.83,2.507,0.69,2.085
2016/7/28,1.4,-0.05,2.1,0.29,0.82,2.48,0.653,2.0494
2016/7/29,1.35,0,2.07,0.26,0.81,2.4475,0.637,2.075
2016/8/1,1.42,0.04,2.11,0.28,0.83,2.445,0.6025,2.025
2016/8/2,1.45,0.07,2.13,0.33,0.87,2.43,0.6724,2.08
2016/8/3,1.44,0.07,2.14,0.32,0.87,2.47,0.673,2.1125
2016/8/4,1.4,0.07,2.11,0.28,0.76,2.465,0.64,2.13
2016/8/5,1.48,0.05,2.14,0.31,0.79,2.422,0.6375,2.09
2016/8/8,1.49,0.09,2.16,0.3,0.75,2.4675,0.6625,2.14
2016/8/9,1.44,0.07,2.12,0.28,0.72,2.4525,0.653,2.1375
2016/8/10,1.4,0.06,2.06,0.25,0.67,2.4135,0.623,2.06
2016/8/11,1.44,0.06,2.12,0.29,0.69,2.393,0.6135,2.0475
2016/8/12,1.4,0.06,2.06,0.27,0.67,2.415,0.5955,2.0175
2016/8/15,1.44,0.07,2.1,0.3,0.7,2.38,0.613,1.985
2016/8/16,1.44,0.06,2.12,0.32,0.73,2.3925,0.6205,1.935
2016/8/17,1.42,0.08,2.09,0.31,0.72,2.4075,0.6345,2.005
2016/8/18,1.41,0.07,2.08,0.28,0.71,2.39,0.6205,1.95
2016/8/19,1.44,0.07,2.11,0.32,0.76,2.425,0.6535,1.98
2016/8/22,1.4,0.08,2.08,0.28,0.72,2.473,0.633,2.045
2016/8/23,1.4,0.06,2.06,0.27,0.71,2.4375,0.605,2.01
2016/8/24,1.41,0.06,2.06,0.27,0.71,2.4175,0.615,2.02
2016/8/25,1.44,0.06,2.09,0.28,0.72,2.4,0.623,1.975
2016/8/26,1.49,0.07,2.08,0.29,0.73,2.3985,0.618,1.995
2016/8/29,1.41,0.08,2.04,0.27,0.69,2.422,0.635,2.0225
2016/8/30,1.43,0.07,2.04,0.26,0.69,2.393,0.6085,2.0325
2016/8/31,1.45,0.08,2.04,0.29,0.71,2.3925,0.6055,2.0295
2016/9/1,1.44,0.1,2.05,0.29,0.72,2.405,0.6165,2.035
2016/9/2,1.46,0.11,2.09,0.31,0.79,2.41,0.636,1.9975
2016/9/5,1.46,0.11,2.09,0.29,0.77,2.445,0.6385,2.01
2016/9/6,1.39,0.11,2.05,0.25,0.73,2.4525,0.623,1.98
2016/9/7,1.39,0.08,2.05,0.24,0.73,2.405,0.628,1.925
2016/9/8,1.45,0.09,2.13,0.3,0.82,2.42,0.6615,1.8825
2016/9/9,1.52,0.1,2.22,0.36,0.88,2.485,0.735,1.978
2016/9/12,1.51,0.12,2.22,0.37,0.89,2.5675,0.7685,1.9775
2016/9/13,1.57,0.11,2.29,0.4,0.9,2.5675,0.7435,2.0775
2016/9/14,1.53,0.11,2.25,0.37,0.9,2.5975,0.7465,2.13
2016/9/15,1.52,0.09,2.29,0.38,0.89,2.6125,0.775,2.175
2016/9/16,1.53,0.09,2.26,0.37,0.87,2.623,0.743,2.135
2016/9/19,1.55,0.09,2.3,0.37,0.89,2.6225,0.758,2.14
2016/9/20,1.54,0.06,2.25,0.34,0.82,2.63,0.728,2.1225
2016/9/21,1.5,0.09,2.23,0.35,0.83,2.632,0.7445,2.119
2016/9/22,1.46,0.09,2.18,0.28,0.75,2.5435,0.695,2.035
2016/9/23,1.46,0.05,2.17,0.28,0.75,2.51,0.673,1.985
2016/9/26,1.43,0.05,2.14,0.26,0.74,2.4825,0.648,2.005
2016/9/27,1.41,0.05,2.12,0.26,0.71,2.465,0.6165,2.01
2016/9/28,1.42,0.04,2.13,0.26,0.72,2.47,0.61,2.0275
2016/9/29,1.42,0.04,2.12,0.26,0.73,2.4925,0.638,2.0925
2016/9/30,1.46,0.05,2.14,0.27,0.76,2.435,0.628,2.0365
2016/10/3,1.48,0.06,2.2,0.29,0.77,2.5225,0.6375,2.0675
2016/10/4,1.54,0.06,2.22,0.33,0.79,2.5675,0.6605,2.1025
2016/10/5,1.55,0.07,2.25,0.36,0.84,2.6175,0.7165,2.1675
2016/10/6,1.58,0.07,2.28,0.37,0.9,2.6275,0.74,2.145
2016/10/7,1.56,0.07,2.27,0.39,0.96,2.6225,0.7455,2.17
2016/10/10,1.56,0.07,2.34,0.43,1,2.63,0.7875,2.16
2016/10/11,1.6,0.08,2.35,0.41,0.99,2.64,0.745,2.2115
2016/10/12,1.61,0.07,2.37,0.43,1.03,2.665,0.7555,2.185
2016/10/13,1.58,0.07,2.31,0.4,1,2.61,0.7405,2.16
2016/10/14,1.63,0.07,2.35,0.44,1.08,2.6325,0.7805,2.14
2016/10/17,1.6,0.08,2.37,0.43,1.08,2.67,0.7825,2.195
2016/10/18,1.57,0.08,2.37,0.41,1.04,2.7425,0.773,2.125
2016/10/19,1.58,0.08,2.41,0.41,1.04,2.735,0.755,2.091
2016/10/20,1.6,0.07,2.37,0.39,1.04,2.745,0.735,2.09
2016/10/21,1.57,0.08,2.36,0.39,1.04,2.72,0.7155,2.09875
2016/10/24,1.6,0.08,2.35,0.41,1.06,2.7317,0.7005,2.0525
2016/10/25,1.6,0.08,2.37,0.41,1.07,2.7225,0.7005,2.07
2016/10/26,1.64,0.09,2.42,0.45,1.11,2.72,0.738,2.065
2016/10/27,1.71,0.09,2.48,0.51,1.19,2.8225,0.7975,2.125
2016/10/28,1.71,0.1,2.46,0.51,1.2,2.8475,0.8015,2.188
2016/10/31,1.68,0.09,2.45,0.5,1.19,2.8225,0.7915,2.17
2016/11/1,1.69,0.09,2.47,0.52,1.22,2.865,0.825,2.205
2016/11/2,1.66,0.07,2.43,0.5,1.13,2.8775,0.803,2.1875
2016/11/3,1.67,0.07,2.45,0.53,1.16,2.88,0.823,2.179
2016/11/4,1.64,0.07,2.41,0.51,1.09,2.88,0.815,2.19
2016/11/7,1.69,0.09,2.47,0.53,1.14,2.9425,0.82,2.2175
2016/11/8,1.72,0.08,2.51,0.55,1.17,3.0025,0.821,2.1925
2016/11/9,1.93,0.07,2.59,0.62,1.21,3.1475,0.858,2.25
2016/11/10,2.02,0.09,2.69,0.65,1.31,3.225,1.015,2.365
2016/11/11,2.02,0.11,2.75,0.68,1.31,3.22,1.043,2.49
2016/11/14,2.14,0.13,2.86,0.69,1.39,3.35,1.1115,2.68
2016/11/15,2.08,0.15,2.81,0.69,1.32,3.285,1.068,2.665
2016/11/16,2.08,0.2,2.78,0.68,1.33,3.26,1.0865,2.675
2016/11/17,2.15,0.16,2.79,0.68,1.33,3.243,1.0605,2.635
2016/11/18,2.2,0.2,2.84,0.67,1.41,3.28,1.065,2.74
2016/11/21,2.15,0.2,2.8,0.67,1.36,3.27,1.0675,2.705
2016/11/22,2.13,0.2,2.82,0.64,1.33,3.235,1.017,2.675
2016/11/23,2.17,0.2,2.86,0.64,1.39,3.305,1.044,2.665
2016/11/24,2.17,0.2,2.9,0.65,1.39,3.3275,1.043,2.769
2016/11/25,2.18,0.21,2.85,0.64,1.37,3.32,1.0495,2.715
2016/11/28,2.15,0.18,2.8,0.62,1.35,3.2175,1.0275,2.658
2016/11/29,2.12,0.18,2.81,0.61,1.31,3.2425,1.041,2.665
2016/11/30,2.21,0.19,2.9,0.68,1.37,3.3506,1.0585,2.66
2016/12/1,2.29,0.21,2.98,0.77,1.44,3.41,1.125,2.725
2016/12/2,2.23,0.21,2.93,0.68,1.32,3.4,1.113,2.765
2016/12/5,2.24,0.2,2.96,0.72,1.31,3.3875,1.176,2.7225
2016/12/6,2.24,0.22,2.94,0.77,1.36,3.3775,1.165,2.6775
2016/12/7,2.19,0.21,2.88,0.75,1.31,3.38,1.1395,2.6665
2016/12/8,2.27,0.22,2.93,0.77,1.34,3.365,1.187,2.675
2016/12/9,2.34,0.24,3.01,0.77,1.42,3.4,1.1455,2.732
2016/12/12,2.34,0.27,2.97,0.81,1.45,3.4575,1.1845,2.845
2016/12/13,2.33,0.26,2.98,0.77,1.4,3.4675,1.137,2.8425
2016/12/14,2.44,0.24,3.05,0.73,1.34,3.56,1.1045,2.797
2016/12/15,2.5,0.28,3.13,0.77,1.43,3.605,1.163,2.915
2016/12/16,2.5,0.27,3.1,0.75,1.41,3.615,1.16,2.9
2016/12/19,2.45,0.27,3.05,0.69,1.39,3.62,1.158,2.925
2016/12/20,2.46,0.25,3.06,0.72,1.37,3.6005,1.1965,2.95
2016/12/21,2.44,0.25,3.04,0.7,1.36,3.59,1.1685,2.9525
2016/12/22,2.45,0.24,3.08,0.73,1.35,3.59,1.173,2.9415
2016/12/23,2.44,0.24,3.08,0.7,1.31,3.5975,1.151,2.9555
2016/12/26,2.44,0.25,3.09,0.7,1.31,3.5975,1.151,2.955
2016/12/27,2.45,0.26,3.11,0.69,1.31,3.5975,1.1085,2.94
2016/12/28,2.4,0.25,3.02,0.68,1.28,3.6275,1.12,2.9325
2016/12/29,2.37,0.22,2.99,0.65,1.23,3.54,1.0925,2.9
2016/12/30,2.34,0.22,3,0.66,1.23,3.485,1.097,2.895
2017/1/2,2.34,0.22,2.99,0.66,1.23,3.4852,1.082,2.895
2017/1/3,2.31,0.22,2.98,0.69,1.3,3.485,1.133,2.88
2017/1/4,2.29,0.24,2.97,0.7,1.33,3.46,1.1265,2.845
2017/1/5,2.21,0.23,2.9,0.68,1.29,3.37,1.1465,2.785
2017/1/6,2.29,0.23,2.94,0.73,1.34,3.42,1.145,2.7275
2017/1/9,2.23,0.23,2.9,0.71,1.32,3.4434,1.1165,2.71
2017/1/10,2.25,0.23,2.92,0.71,1.32,3.413,1.0995,2.66
2017/1/11,2.25,0.23,2.92,0.67,1.33,3.4207,1.09,2.69
2017/1/12,2.24,0.2,2.88,0.67,1.28,3.37,1.097,2.62
2017/1/13,2.28,0.21,2.91,0.69,1.34,3.4075,1.14,2.635
2017/1/16,2.28,0.21,2.91,0.69,1.3,3.398,1.1285,2.655
2017/1/17,2.21,0.2,2.87,0.68,1.29,3.385,1.1075,2.5825
2017/1/18,2.31,0.2,2.99,0.71,1.32,3.468,1.123,2.61375
2017/1/19,2.37,0.23,3.02,0.75,1.4,3.495,1.1615,2.66
2017/1/20,2.36,0.23,3.02,0.79,1.41,3.495,1.19,2.665
2017/1/23,2.3,0.22,2.97,0.73,1.37,3.4802,1.1635,2.655
2017/1/24,2.36,0.21,3,0.78,1.39,3.525,1.1765,2.64
2017/1/25,2.41,0.24,3.01,0.83,1.45,3.5,1.2515,2.69
2017/1/26,2.41,0.26,3.03,0.84,1.5,3.59,1.2685,2.731
2017/1/27,2.4,0.25,3.02,0.83,1.47,3.6075,1.2725,2.715
2017/1/30,2.4,0.26,2.99,0.83,1.44,3.56,1.2845,2.715
2017/1/31,2.36,0.26,2.97,0.82,1.43,3.5875,1.275,2.67
2017/2/1,2.38,0.27,3,0.85,1.48,3.5667,1.2825,2.65
2017/2/2,2.39,0.29,3.01,0.81,1.43,3.585,1.2215,2.6275
2017/2/3,2.39,0.29,3.02,0.8,1.4,3.5875,1.217,2.66
2017/2/6,2.34,0.31,2.96,0.78,1.37,3.5275,1.207,2.614
2017/2/7,2.33,0.3,2.95,0.78,1.34,3.5175,1.178,2.588
2017/2/8,2.25,0.29,2.9,0.72,1.26,3.4625,1.1435,2.5875
2017/2/9,2.32,0.28,2.94,0.73,1.28,3.48,1.1385,2.587
2017/2/10,2.34,0.28,2.95,0.76,1.29,3.475,1.155,2.6325
2017/2/13,2.37,0.29,2.98,0.78,1.34,3.475,1.195,2.675
2017/2/14,2.4,0.29,3.04,0.81,1.35,3.535,1.2355,2.665
2017/2/15,2.43,0.3,3.06,0.8,1.35,3.5675,1.2255,2.6475
2017/2/16,2.39,0.29,3.03,0.77,1.32,3.547,1.203,2.6475
2017/2/17,2.38,0.29,3.02,0.74,1.27,3.5625,1.153,2.635
2017/2/20,2.38,0.29,3.05,0.75,1.27,3.53,1.1385,2.655
2017/2/21,2.41,0.29,3.06,0.76,1.28,3.535,1.1375,2.65375
2017/2/22,2.39,0.28,3.06,0.74,1.27,3.5275,1.123,2.635
2017/2/23,2.35,0.28,3.01,0.71,1.24,3.4825,1.115,2.61875
2017/2/24,2.29,0.26,2.96,0.68,1.17,3.465,1.073,2.6
2017/2/27,2.34,0.24,2.98,0.68,1.16,3.443,1.053,2.57
2017/2/28,2.37,0.25,3.02,0.67,1.15,3.4975,1.0665,2.5525
2017/3/1,2.42,0.26,3.06,0.71,1.2,3.5325,1.138,2.61
2017/3/2,2.46,0.27,3.06,0.75,1.23,3.55,1.1765,2.605
2017/3/3,2.46,0.26,3.12,0.8,1.24,3.5394,1.2045,2.59
2017/3/6,2.46,0.25,3.07,0.78,1.23,3.5523,1.1785,2.55
2017/3/7,2.47,0.25,3.12,0.77,1.2,3.5866,1.1585,2.5975
2017/3/8,2.51,0.27,3.14,0.8,1.24,3.6,1.205,2.635
2017/3/9,2.57,0.28,3.19,0.87,1.25,3.6425,1.23,2.6975
2017/3/10,2.55,0.29,3.18,0.92,1.29,3.645,1.2755,2.72
2017/3/13,2.6,0.29,3.17,0.9,1.29,3.625,1.2805,2.69
2017/3/14,2.57,0.29,3.16,0.88,1.27,3.6,1.273,2.7415
2017/3/15,2.47,0.29,3.08,0.84,1.24,3.5525,1.253,2.7
2017/3/16,2.5,0.27,3.13,0.87,1.28,3.56,1.2695,2.64
2017/3/17,2.47,0.27,3.09,0.85,1.27,3.556,1.2615,2.595
2017/3/20,2.43,0.27,3.09,0.86,1.26,3.5,1.273,2.53
2017/3/21,2.38,0.27,3.02,0.86,1.27,3.495,1.258,2.525
2017/3/22,2.37,0.26,2.99,0.83,1.23,3.4529,1.205,2.48
2017/3/23,2.4,0.25,3,0.84,1.29,3.445,1.1885,2.485
2017/3/24,2.4,0.26,2.98,0.83,1.26,3.4525,1.18,2.51
2017/3/27,2.35,0.25,2.97,0.81,1.24,3.4125,1.155,2.45
2017/3/28,2.39,0.25,2.98,0.8,1.25,3.4148,1.15,2.46
2017/3/29,2.36,0.25,2.95,0.78,1.21,3.4375,1.1275,2.485
2017/3/30,2.41,0.26,2.96,0.76,1.18,3.455,1.1315,2.465
2017/3/31,2.38,0.27,2.97,0.77,1.18,3.45,1.1115,2.5075
2017/4/3,2.31,0.26,2.89,0.74,1.13,3.395,1.103,2.49625
2017/4/4,2.35,0.25,2.9,0.74,1.11,3.37,1.0725,2.46625
2017/4/5,2.32,0.25,2.86,0.74,1.14,3.3375,1.09,2.485
2017/4/6,2.32,0.25,2.86,0.74,1.14,3.34,1.073,2.474
2017/4/7,2.36,0.25,2.86,0.73,1.12,3.305,1.0515,2.469
2017/4/10,2.33,0.24,2.85,0.71,1.11,3.3475,1.055,2.485
2017/4/11,2.26,0.23,2.81,0.71,1.1,3.305,1.065,2.445
2017/4/12,2.2,0.22,2.76,0.7,1.08,3.2825,1.05,2.41
2017/4/13,2.21,0.22,2.79,0.68,1.07,3.2616,1.01,2.37
2017/4/14,2.21,0.2,2.81,0.68,1.08,3.2616,1.003,2.37
2017/4/17,2.21,0.2,2.81,0.68,1.08,3.305,1.003,2.335
2017/4/18,2.13,0.2,2.71,0.66,1.04,3.265,1.011,2.3465
2017/4/19,2.17,0.2,2.78,0.68,1.09,3.2825,1.0115,2.32
2017/4/20,2.2,0.21,2.8,0.72,1.09,3.315,1.035,2.35
2017/4/21,2.22,0.22,2.83,0.75,1.09,3.3294,1.04,2.3375
2017/4/24,2.25,0.23,2.85,0.78,1.1,3.3781,1.0685,2.3825
2017/4/25,2.32,0.23,2.89,0.83,1.14,3.3865,1.11,2.38
2017/4/26,2.28,0.22,2.86,0.81,1.13,3.3925,1.135,2.3925
2017/4/27,2.27,0.22,2.86,0.77,1.13,3.39,1.073,2.375
2017/4/28,2.25,0.22,2.85,0.79,1.14,3.3726,1.0905,2.39
2017/5/1,2.28,0.22,2.9,0.79,1.14,3.41,1.0905,2.39
2017/5/2,2.24,0.22,2.85,0.79,1.16,3.3838,1.1055,2.395
2017/5/3,2.27,0.22,2.9,0.79,1.15,3.375,1.0955,2.365
2017/5/4,2.3,0.22,2.92,0.84,1.19,3.4,1.1365,2.395
2017/5/5,2.29,0.22,2.91,0.86,1.21,3.41,1.175,2.41
2017/5/8,2.33,0.23,2.94,0.85,1.23,3.44,1.172,2.389
